romaji_title,english_title,native_title,description,genres,episodes,start_date,end_date,average_score,popularity,image_url
CLAYMORE,Claymore,CLAYMORE,"A brutal scourge stalks the land. Yoma, monsters driven by a hunger satisfied by only one quarry - Humanity. The dark breed knows but a singular foe: Claymore. Human-Yoma hybrids of extraordinary strength and cunning, the Claymores roam from skirmish to skirmish delivering salvation by the edge of a blade.<br>
<br>
Thus begins the twisting tale of Clare, one such sister of the sword driven by pain in both victory and defeat. A child silent and suffering hidden in her past, Clare's march toward vengeance unfolds along a path marked by violence, solitude and scorn. In a land where even the predator is prey, the haunted hearts of hunter and hunted alike wear the scars of the age.<br>
<br>
(Source: Funimation)","Action, Adventure, Fantasy, Horror",26.0,2007-4-4,2007-9-26,73.0,100148,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1818-KieLJv0qo3mO.jpg
Shin Hakkenden,Shin Hakkenden,神八剣伝,"Based on the long cherished, classic Japanese novel Nanso Satomi Hakkenden by Bakin Kyokutei Takizawa (1767), a modified version of it was made into animation.<br><br>
Taking place in the future, during this time wars were occuring in heaven, mostly for possession between the eight moons created by the savior Fuse that surrounded God's land. When the war ended, there was only one ruling family - that of the Oowaris, and the remaining son gained control of all the moons of heaven, except for one. Meiten, the moon of the pope, where people refrained from war and were therefore out of it's terms.<br><br>
Eight people. Each from one of the eight moons. Each possessing one of the jewels - the elements that compose Earth. They are those who are destined to become saviors of humanity. All of them have sacrificed for these jewels, and are determined to complete their duty to Queen Fuse who entrusted these to them. When the mad emperor Kai threatens to revive a ghost who wants to prevent the restoration of Earth, these eight must battle using the powers given by their jewels in order to create Earth and defeat those who want to prevent it.<br><br>
So they all go to Kusanagi, the ship in the center of God's land. They must gather the jewels in the key called Yatsufusa at Kusanagi's center, in order to create Earth.<br><br>
(Source: AniDB)","Action, Adventure, Sci-Fi",26.0,1999-4-3,1999-9-25,67.0,1683,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1823-QH1vaEKfCFwO.png
Deltora Quest,Deltora Quest,デルトラクエスト,"The evil Shadow Lord has taken control of the kingdom of Deltora and has driven the land and its people into misfortune and suffering. Lief, the son of a blacksmith, has just turned sixteen and is entrusted, along with his two companions Barda and Jasmine, with an important mission: to retrieve the stolen seven magical stones that once reunited within the Belt of Deltora, will bring power to the true heir of Deltora and give him the power to free the kingdom from the tyranny of the Shadow Lord. There is just one problem; the seven stones have been scattered all across Deltora and currently reside in the hands of seven wicked men who are not easily willing to give them up.
<br><br>
(Source: Anime News Network)","Adventure, Fantasy",65.0,2007-1-6,2008-3-29,67.0,6026,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/1826.jpg
Seirei no Moribito,Moribito: Guardian of the Spirit,精霊の守り人,"Balsa’s prowess in battle is legendary, but the weight of death bears heavily on the spear-wielding mercenary’s soul. To atone, she has sworn to save 8 lives, no matter what the cost, and now only one life remains. Prince Chagum has been blessed with the power to stave off the droughts that threaten to starve and destroy his father’s empire, but he has been accused of being possessed by evil spirits, and court officials have set his own father against him. Condemned to death, he is saved by Balsa’s intervention and now, together, the two must unravel the secret of Chagum’s powers and the spirit behind them… before the armies sent to murder them can succeed!<br><br>
(Source: Sentai Filmworks)","Action, Adventure, Fantasy",26.0,2007-4-7,2007-9-29,79.0,38711,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1827-snIp62SY7ZFK.jpg
Shuffle! Memories,Shuffle! Memories,シャッフル！メモリーズ,"A recap of the Shuffle world, set ten years in the future. Gods, Demons, and Humans freely visit the other worlds as if traveling overseas, and romance is in the air. Demons, Gods, And Humans together have been falling in love and creating new families, breaking down the wall that once seperated them. Past memories are visited by Rin Tsuchimi and the events that occured between him and Lisianthus, Nerine, Kaede, Asa, and Primula.
<br><br>
(Source: Anime News Network)","Comedy, Drama, Ecchi, Fantasy, Romance",12.0,2007-1-7,2007-3-26,61.0,8165,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/1836.jpg
Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoida,Dokkoida?!,住めば都のコスモス荘 すっとこ大戦ドッコイダー,"The Galaxy Federation Police (GFP) desperately wants to cover-up its personnel shortage with new mechanized power-suits. Suzuo, 19-years old, desperately needs a job. Tampopo needs an earthling to fit the prototype of her company's suit and declares Suzuo the perfect candidate! Strong competitors and the wacky A-class criminals fight against our hero in diapers, but they must not recognize each other out of costume or the test results will be a failure- but it's OK if they all live in the same apartment building to save money, right? <br><br>
(Source: Sentai Filmworks)","Action, Adventure, Comedy, Sci-Fi",12.0,2003-7-5,2003-9-20,62.0,1716,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1837-42rHARqkhRW8.jpg
Zero no Tsukaima: Futatsuki no Kishi,The Familiar of Zero: Knight of the Twin Moons,ゼロの使い魔 ～双月の騎士～,"This sequel is a continuation of the previous season, not long after the war. Louise and Saito seemingly getting along now since she knows that he had given up his only chance to return to Tokyo for her. The story continues as Louise begins to use Void Magic from a mysterious secret book she had recieved from her majesty Henrietta, while a new villain has appeared in town causing trouble.
<br><br>
(Source: Anime News Network)","Action, Adventure, Comedy, Ecchi, Fantasy, Romance",12.0,2007-7-9,2007-9-24,70.0,77146,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1840-AYZXdXUCpqpR.jpg
Major S3,Major S3,メジャー  (第3シリーズ),"After leaving Kaido in a promise to meet them at the Koshien tournament, Goro comes back to his home town once again in an attempt to join up with his old friends. Only this time, things aren't as easy to get back in the groove of.","Drama, Sports",26.0,2007-1-6,2007-6-30,80.0,12260,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1842-HtJQ2w0taDrN.png
CLAMP Gakuen Tanteidan,CLAMP School Detectives,CLAMP学園探偵団,"The CLAMP school, with its integrated curriculum from kindergarten to post-graduate studies, was founded by the largest of Japanese business empires, the House of Imonoyama. Funded entirely out of its own deep pockets, it was hoped that the school would be a haven for young men and women on whose shoulders our future would rest.<br><br>
The School is open to any talented individual, irrespective of his or her lineage or financial standing and is known to count scores of singularly talented pupils. It is furthermore also famous for its harboring of a remarkable percentage of party animals. Not even the bright and talented minds of CLAMP School can keep the campus free of crimes and mysteries. Or can they? Join Nokoru, Suoh and Akira, our case-cracking kid detectives, as they save the day and even the odd damsel in distress!<br><br>
(Source: Bandai Entertainment)","Action, Comedy, Mystery",26.0,1997-5-3,1997-10-25,63.0,3311,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1844-4tLpH2syumok.jpg
Gaiking: Legend of Daiku-Maryu,Gaiking: Legend of Daiku-Maryu,ガイキング Legend of Daiku-Maryu,"A boy, Tsuwabaki Daiya found a black fire in an ocean when he and his father were in a small boat. A big monster came out of the fire, and the father and the crews were disappeared into the sea. When he was about to become the next victim, a large mecka dragon appeared and saved him.<br><br>
5 years later since then, Daiya becomes a junior high school student. A big monster reappear, and he meets the mecha dragon,""Daiku Maryu"". The head of the dragon separates from the body, and it turns into the body of a super robot, Gaiking. He gets in Gaiking, fights against the monster, and beats it.<br><br>
He learns that there is an enemy that plots to conquer the world, and he leaves for another world, Darius, to stop the plot. <br><br>
(Source: AnimeNfo)","Action, Mecha, Sci-Fi",39.0,2005-11-12,2006-9-24,70.0,1546,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1845-qkImnNGNZ1SV.jpg
Princess Nine: Kisaragi Joshikou Yakyuu-bu,Princess Nine,プリンセスナイン 如月女子高野球部,"Keiko Himuro, Chairman of the Kisuragi School, puts together an all-girl baseball team led by Ryo Hayakawa, daughter of a legendary pitcher, in hopes of proving that girls can compete just as well as boys. Their goal: Koshien Stadium, where only the best teams get the opportunity to play. <br><br>
(Source: Anime News Network)","Drama, Romance, Sports",26.0,1998-4-8,1998-10-14,68.0,3543,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1846-R6ZT968xSoSG.png
Haou Taikei Ryuu Knight,Lord of Lords Ryu Knight,覇王大系リューナイト,"The story is set in “Earthtear,” a mythical world filled with legends and mysteries where monsters, fairies, giants and magicians live. Adeu goes on a journey of training with a robot, Ryu, that has a will and mind to become a real knight. But their enemies have stolen up behind them with the aim of controlling “Earthtear.”<br><br>
(Source: Sunrise)","Action, Adventure, Fantasy, Mecha",52.0,1994-4-5,1995-3-28,66.0,1078,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1848-UPYfy3ens4V1.jpg
Hidamari Sketch,Hidamari Sketch,ひだまりスケッチ,"For years, Yuno has dreamed of attending Yamabuki Arts High School, but now that she's been accepted, it means the scary prospect of moving away from her home and family for the first time! Fortunately, Yuno quickly learns that if her new neighbors at the eclectic Hidamari (Sunshine) Apartments aren't technically family, at least the majority share the bond of being fellow art students. From second year students like Hiro and Sae, who try to behave like helpful older sisters (mostly successfully) to her hyperactive new neighbor, classmate and best friend Miyako (who has the scariest apartment ever) Yuno begins to build the support network she'll need for dealing with strange characters like her oddly masculine landlady, her cosplay obsessed home room teacher, her tooth-chattering principal and all of the other odd denizens who inhabit her chosen world of art. <br><br>
(Source: Sentai Filmworks) ","Comedy, Slice of Life",12.0,2007-1-11,2007-3-30,74.0,24873,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1852-N3qrLcuVdUTF.png
Cutey Honey F,Cutey Honey F,キューティーハニーＦ,"On her sixteenth birthday, Honey Kisaragi goes to meet her father. However, he shows up injured and on the run. Out of nowhere, a group of thugs and a monster show up. A detective, Seiji Hayama, rescues Honey and her father. Unfortunately, the monster captures Honey`s father. A grieving Honey goes home to find it in ruins, but a handsome man gives her hope and a device to use against the monsters who took her father. With them, Honey can transform into multiple forms and destroy Panther Zora, the evil behind this. <br><br>
(Source: AnimeNfo)","Action, Adventure, Comedy, Mahou Shoujo, Romance, Sci-Fi",39.0,1997-2-15,1998-1-31,65.0,3288,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/1853.jpg
Gakuen Utopia Manabi Straight!,Gakuen Utopia Manabi Straight!,がくえんゆーとぴあ まなびストレート！,"Manabi Straight! follows the lives of a group of young high school girls living in the year 2035 while they attend the all-girl Seioh Private High School. Since the birth rate has dropped dramatically, schools are being closed down due to the sheer lack of students available to teach. Morale in schools has dropped dramatically, and Seioh is no exception.<br><br>
The story begins when the main character, Manami Amamiya, transfers to Seioh. After some initial hijinks involving a futuristic scooter and a swim meet, followed by an inspirational school song performance, she is inducted as the student council president. The story that follows pertains to Manami working with Mika Inamori, the only other student council member, and three other classmates named Mutsuki Uehara, Mei Etoh, and Momoha Odori, in student council matters.  After some remodeling of the student council room, Manami and her friends set forth to plan for the upcoming student festival.<br><br>
(Source: Wikipedia, edited)","Comedy, Sci-Fi, Slice of Life",12.0,2007-1-8,2007-3-26,71.0,8430,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1858-Iy8gy8YMATXM.png
Tokyo Majin Gakuen Kenpucho: Tou,Tokyo Majin,東京魔人學園剣風帖　龖（トウ）,"Something evil is stirring in the shadows of Tokyo...<br><br>
During the spring of his senior year in high school, quiet Tatsuma Hiyuu transfers to Magami Academy in Shinjuku. The mysterious boy's ""outsider"" status and his profound skills in martial arts quickly earn him the friendship of class delinquent Kyouichi Houraiji. Through an uncanny connection and a happenstance challenge, he also meets Yuuya Daigo of the wrestling club, the captain of the girls' archery club, Komaki Sakurai, and Aoi Misato, the Student Council President.<br><br>
During their encounter, there is a sudden, harsh disruption of the Ryumyaku (literally Dragon Pulse, otherwise known as Dragon Vein or Dragon Stream), the flow of arcane energy. The surge awakens within the five teenagers a latent power, giving them each a supernatural ability. Enlightened to their newly acquired gifts by Hisui, the young heir of the Kisaragi Clan who maintains his family's antiques shop - as well as their duty to protect Tokyo from Oni (demons) - the Magami students decide to use their power to protect the city from the onslaught of dark forces.<br><br>
Battling the demons alongside Hisui Kisaragi, the five unlikely friends discover that they may have to face a greater threat to Tokyo other than destroying a few malevolent, random monsters. The Ryumyaku had been disrupted by force, from someone invoking the Dark Arts - and that person has a wicked desire to unleash a long-dead evil.<br><br>
Can the teenagers overcome their own fears and flaws to fight against the Dark Arts? And soon they will also have to face their own destinies as they discover their Stars of Fate.<br><br>
This anime is based on a manga, which was based on the Nintendo role-playing video game originally released in 1998. ","Action, Drama, Fantasy, Horror",14.0,2007-1-19,2007-4-20,65.0,16177,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1860-1TRWh93iE2Kf.jpg
Silk Road Shounen Yuuto,Silk Road Shounen Yuuto,シルクロード少年 ユート,"When a boy Yuto visits Qinghai in China, he is involved in the battle between time-travelers, and he is sent to the Silk Road in the past. They are looking for a mysterious treasure, the statue of Yuki Daruma Taishi, which is said to make miracles. Seeing historical events and encountering historical persons, such as Yang Guifei and Xuanzang, he will learn many thinks. Whether will he be able to go back to today?<br><br>
(Source: AnimeNfo)","Adventure, Fantasy",26.0,2006-9-16,2007-3-24,50.0,258,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/1863.jpg
Koi Suru Tenshi Angelique: Kagayaki no Ashita,Loving Angel Angelique: Radiant Tomorrow,恋する天使アンジェリーク ～かがやきの明日～,"Ange is now trapped in the Seijuu Universe, and cannot leave until she awakens Seijuu's Queen. In order to do this, she must gather nine new guardians. It sounds like a fairly simple task, but how can she convince these men to tear away from their own lives and protect the life of another?","Drama, Fantasy, Romance",12.0,2007-1-6,2007-3-24,60.0,1598,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1864-8Bb9jjFU0x54.png
Getsumen To Heiki Mina,Mina,月面兎兵器ミーナ,"An animated spin-off from the Densha Otoko (Trainman) tv drama. <br><br>
In the drama, actor Itoh Atsushi plays the otaku Yamada, whose main love in life is the Mina anime, a cutesy busty heroine with floppy rabbit ears and carrots sticking out her rear. <br><br>
Mina itself is a character homage which triggers back to the Daicon Animation done by GAINAX where a similar nameless bunny girl appeared. Densha Otoko futher featured an opening with scenes which were appearing back in the Daicon Animation. <br>","Comedy, Sci-Fi",11.0,2007-1-14,2007-3-25,58.0,2118,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/1865.jpg
Giniro no Olynsis: TOKITO,Giniro no Olynsis: TOKITO,銀色のオリンシス TOKITO,"AD 3567. The human beings have lost their once civilization, and they are living on the desolated grounds. Although their lives are frightened by Gardener, a mysterious unmanned mobile weapon sent from the moon, strong boys and girls become Gardener hunters to earn daily bread. Furthermore, although the civilization was ruined, because of the high-tech maintenance free technologies, limited functions of cities are still working to support people's lives. Then, a boy's visit to a city opens the door of their destinies...<br><br>
(Source: AniDB) ","Adventure, Drama, Mecha, Romance",12.0,2006-10-6,2006-12-22,55.0,1684,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b1868-IoLTiwgldIZ3.jpg
Plawres Sanshirou,Plawres Sanshirou,プラレス３四郎,"Plawres is a wrestling game that the players make their robots, which are about 30 cm tall, fight in the ring. The main character, Sugata Sanshiro, is a plawres player. Using his plawrestler, Juohmaru, he beats strong rivals.
<br><br>
(Source: Anime News Network)","Adventure, Mecha, Sci-Fi, Sports",37.0,1983-6-5,1984-2-26,68.0,1152,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1873-W5uXjCe7czv9.png
Kaze no Shoujo Emily,Kaze no Shoujo Emily,風の少女エミリー,"Based on the Emily of New Moon novel by Lucy Maud Montgomery. Emily is an orphan who gets sent to live with her relatives on Prince Edward Island, after her father dies. In New Moon she lives with her Aunt Elizabeth, Aunt Laura, and Cousin Jimmy, and learns to adapt with the help of her imagination and new friends. <br><br>
(Source: Anime News Network)<br>","Drama, Slice of Life",26.0,2007-4-7,2007-9-29,68.0,2227,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1878-DahQONkHf4NN.png
Sasami☆Mahou Shoujo Club,Sasami Magical Girls Club,砂沙美☆魔法少女クラブ,"In this world, there live a group of people who call themselves ""Majo"" or ""Magical Girls"". They hide their powers so as to assimilate into the environment. They have been living together in harmony with the humans for many years to come, and their predecessors continue to do so. Sasami was enthroned with magical powers since her birth. However, at the age of three, she was told by her parents never to use her innate powers and from then on, had kept it a secret from everyone. On the day of a new school term, a new transfer teacher by the name of Wajuu arrives and from then on, Sasami's life begins to change tremendously.
<br><br>
(Source: Anime News Network)","Fantasy, Mahou Shoujo",13.0,2006-4-13,2006-7-13,61.0,2212,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/1881.jpg
Sasami☆Mahou Shoujo Club Season 2,Sasami Magical Girls Club 2,砂沙美☆魔法少女クラブ シーズン2,"The second season of <i>Sasami☆Mahou Shoujo Club</i>.<br><br>

Sasami has an amazing secret: Magic courses through her veins! But the spunky fifth-grader is not alone, for all over the world girls and boys are awakening to their powers. Under the guise of the Cooking Club and with the guidance of Miss Washu, Sasami and her friends will learn to harness their newfound abilities and come to depend upon one another through thick and thin. <br><br>

(Source: Crunchyroll)","Fantasy, Mahou Shoujo",13.0,2006-10-5,2007-1-11,64.0,1263,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/1882.jpg
Hime-sama Goyoujin,Princess Beware,姫様ご用心,"Himeko is supposed to be a common high school student&hellip;until she happens to obtain a crown and she becomes a princess. Since then, Nana, the true princess, follows her around to take the crown back. In addition, Leslie and Caren, the thieves, appear to rob her of the crown, and her peaceful life turns into turmoil.<br><br>
(Source: AnimeNfo)",Comedy,12.0,2006-4-13,2006-7-20,57.0,914,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1884-xBXFOYcTOvcL.jpg
Master of Epic: The Animation Age,Master of Epic: The Animation Age,マスター オブ エピック The Animation Age,"Skits, vignettes, and interludes featuring an RPG called Master of Epic.
<br><br>
(Source: Anime News Network)","Comedy, Fantasy",12.0,2007-1-8,2007-3-26,46.0,613,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/1885.jpg
Fushigiboshi no☆Futagohime Gyu!,Twin Princesses of the Wonder Planet,ふしぎ星の☆ふたご姫Gyu!,"Fine and Rein are sent to the Royal Wonder Academy on the Royal Wonder Planet in order to study to become better princesses. They plan to make many friends, but unfortunately, the competition and cold nature of the students and teachers make things impossible. The twins also become Universal Princesses when touching the legendary Soleil Bell, releasing two angels named Pyupyu and Kyukyu to help aid them. Unfortunately, an evil force manifested in a painting doesn't seem to be satisfied about the Universal Princesses... <br><br>
(Source: Anime News Network)","Adventure, Comedy, Fantasy, Mahou Shoujo, Romance",52.0,2006-4-1,2007-3-31,69.0,1604,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1886-GVUaVlMBg7Ba.png
Lucky☆Star,Lucky☆Star,らき☆すた,"What’s the best way to eat dessert? Do twins really have a psychic connection? What kind of guys are into moe girls? These are the kinds of questions that float through the inquisitive mind of anime super-fan Konata Izumi. When she’s not lost in her favorite manga or logging hours in one of her online games, she’s debating the mysteries of the universe with the best friends a girl could ask for.<br>
<br>
(Source: Funimation)","Comedy, Slice of Life",24.0,2007-4-8,2007-9-17,75.0,123387,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1887-P36Pucd4qKji.png
Higurashi no Naku Koro ni Kai,When They Cry Kai,ひぐらしのなく頃に解,"Continuing from the first series, Higurashi no Naku Koro ni Kai begins to shed some light on the dark mysteries prevalent in the preceding season. The young group of friends in the town of Hinamizawa continue to enter terrible conflicts with one another in their never ending summer of 1983, often ending with the brutal murder of one of their numbers. Furude Rika, with the help of her spiritual friend Hanyuu, tackles challenges over and over, trying her best to keep their lives from coming to a tragic end. With no end to the torture in sight, Rika must call upon the bonds of friendship and trust among her friends to discover the true villain of this eternal June.
","Horror, Mystery, Psychological, Supernatural, Thriller",24.0,2007-7-6,2007-12-18,80.0,79770,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1889-NqhWV3QwBXZl.jpg
YAT Anshin! Uchuu Ryokou,YAT Anshin! Uchuu Ryokou,ＹＡＴ　安心！宇宙旅行,"The emergence of the dimensional tunnel sets the background for a new space era in which space travelling can be designated to planets outside the solar system. Hoshiwata Goro is a space traveller who goes in search for his father whose whereabouts are shrouded with obscurity. His only link to his father is an old photograph. In order to attain his goal, Goro participates in a young space travelling company known as ""YAT"" which organises tours to different planets. However, in the midst of his journey, he was involved in an accident which resulted in the destruction of the spaceship. As a form of compensation, he had to work for YAT and this sparks off a train of space adventures for him.
<br><br>
(Source: Anime News Network)","Adventure, Comedy, Sci-Fi",50.0,1996-10-5,1997-9-27,67.0,729,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/1891.jpg
YAT Anshin! Uchuu Ryokou 2,YAT Anshin! Uchuu Ryokou 2,ＹＡＴ　安心！宇宙旅行 2,"The space travelling company, YAT, is thrown into the unknown realms of the outer space. At the same time, the group encounters the psychic, Maron, and scientist, Note. Subsequently, the two of them are attacked by the evil monarch, Ganon. Note was captured and taken away after suffering an attack from one of Ganon's followers, Baras. In order to rescue Note, the group had to use the instantenoeous portable machine which Note invented so as to travel to Ganon's planet. However, no one knows where the planet is...
<br><br>
(Source: Anime News Network)","Adventure, Comedy, Sci-Fi",25.0,1998-4-11,1998-10-3,70.0,395,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/1892.jpg
Azuki-chan,Azuki-chan,あずきちゃん,"Azusa Noyama is a 12-year-old girl student, taking 5th grade, but everyone knows her as Azuki-Chan, nickname that she dislikes. Yuunosuke Ogasawara, a new student, asks her about her nickname, saying that he likes it. Azuki falls in love with him, and they start going out together. They share a diary, and become boyfriend and girlfriend.
<br><br>
(Source: Anime News Network)","Comedy, Romance, Slice of Life",117.0,1995-4-4,1998-3-17,61.0,966,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b1893-mbbkRT2dg08o.png
Zettai Muteki Raijin Ou,Matchless Raijin-Oh,絶対無敵ライジンオー,"Suddenly, an evil empire, Jaaku, raids the Earth. But the light appears from the Earth, and fights against Jaaku. It is Raijin Oh operated by Eldran. Eldran has protected the earth since the ancient ages. But he was injured during the fight, and Raijin Oh falls to the ground. On the other hand, Jaaku scatters their weapons, Aku Darmer, all over the world. <br>
Meanwhile, in Yosho elementary school, they have extra lessons in the 3rd class of the 5th grade. Eldran leaves Raijin Medal to them and asks them to save the Earth for him, and then he disappeared. In this way, the Earth Defense Agency consisted of elementary students is founded.<br><br>
(Source: AnimeNfo)","Adventure, Mecha, Sci-Fi",51.0,1991-4-3,1992-3-25,63.0,867,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1897-LQFfKxgpTIzM.jpg
Masou Kishin Cybuster,Cybuster,魔装機神サイバスター,"In an enviromentally wrecked future Tokyo, a young man named Ken Ando joins an organization called DC. Little does he realize that his fate and that of Earth will be linked to a mysterious mecha from another world.<br><br>
(Source: Anime News Network)","Action, Adventure, Mecha, Sci-Fi",26.0,1999-5-3,1999-10-25,57.0,1320,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1899-QAB9uVSHIlld.png
Marginal Prince: Gekkeiju no Ouji-tachi,Marginal Prince,マージナルプリンス -月桂樹の王子達-,"""Marginal Prince"" based off of the hit love simulation game series for girls! Yuuta studies abroad in a tiny, far away island in the pacific ocean name Alphonso where he enters the all-dorm, all-male Alphonso Gakuen. However, the school is really a place for the children of the famous ... and the school specializes in classes on empires and alchemy! And one day, after studying enough at the school, the students become known as ""Marginal Princes""! Learn about the stories of fate and trial as each of the students studies to become kings!<br><br>
(Source: Crunchyroll)",Romance,13.0,2006-10-2,2006-12-25,49.0,1955,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/1912.jpg
Saiunkoku Monogatari 2nd Season,The Story of Saiunkoku Second Series,彩雲国物語 第2シリーズ,"Shuurei needs to deal with more obstacles in the new series. More danger comes her way but at the same time meeting friends who will help her with her work as an official.<br><br>
(Source: Anime News Network)","Adventure, Comedy, Drama, Fantasy, Romance",39.0,2007-4-7,2008-3-8,75.0,5228,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1914-VmmTPSjufwMs.png
Mahou Shoujo Lyrical Nanoha StrikerS,Magical Girl Lyrical Nanoha StrikerS,魔法少女リリカルなのはStrikerS,"Set 10 years after Mahou Shoujo Lyrical Nanoha A's, Nanoha, Fate, Hayate and the rest of the crew are now working full time in the Time-Space Administration Bureau. Nanoha is a combat instructor, Fate is a special investigator, and Hayate is a commanding officer. They must unite once again to save the dimensions. Introducing new characters as well: Subaru, Teana, Caro and Erio. Stand by. Ready. Set up!","Action, Comedy, Drama, Fantasy, Mahou Shoujo",26.0,2007-4-2,2007-9-24,73.0,11400,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1915-IKthftm6s36b.png
Futari wa Precure: Max Heart,PreCure Max Heart,ふたりはプリキュア Max Heart,"Shortly after the fall of the Wicked King, the Queen of the Garden of Light lost her memory and came to Earth, in the form of a 12-year-old girl named Hikari Kujou. Now, she - with the help of Nagisa and Honoka, endowed with new costumes and powers - must find the 12 Heartiels, which hold the key to restoring the Queen's lost memories. For together once again, they are Pretty Cure. <br><br>
(Source: AniDB)","Action, Adventure, Comedy, Fantasy, Mahou Shoujo",47.0,2005-2-6,2006-1-29,68.0,6220,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1929-W4HJGwZKl1aM.jpg
Yes! Precure 5,Yes! Pretty Cure 5,Yes! プリキュア5,"Yumehara Nozomi, a regular student, finds a magical book called the Dream Collet in the library and meets Coco and Nuts, two creatures from the Palmier Kingdom. They plead with Nozomi to restore their world, which has been destroyed by an organization called the Nightmares, by completing the Dream Collet and finding the 55 Pinkies to make any wish come true. Meanwhile, the Nightmares are moving into the real world. Once Nozomi agrees to help, Coco and Nuts transform her into the magical girl Cure Dream and turn four fellow students into her Pretty Cure team.<br><br>
(Source: Anime News Network)","Action, Comedy, Fantasy, Mahou Shoujo, Romance",49.0,2007-2-4,2008-1-27,70.0,6085,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1932-gcO8umGwWn33.jpg
Misutenaide Daisy,Don't Leave Me Alone,みすて♥ないでデイジー,"The story begins when an innocent, but busty, young schoolgirl goes to recover her hat from what she thought was an abandoned house. But within that house, spying on her, is a deranged madman. Seeing her he becomes obsessed with controlling her, owning her, bending her to his every whim. He, and his array of high tech tools, will threaten her with death, mutilation, control, humiliation and the loss of her own will and identity. Terrors biological, chemical and nuclear will come into play in the nightmare that is her new, controlled, life. <br><br>
(Source: AniDB)","Comedy, Romance, Sci-Fi",12.0,1997-7-2,1997-9-17,54.0,751,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/1936.jpg
MOONLIGHT MILE 1st Season -Lift off-,MOONLIGHT MILE 1st Season -Lift off-,MOONLIGHT MILE 1stシーズン -Lift off-,"After scaling Mt. Everest, mountain climbing partners Saruwatari Gorou and ""Lostman"" Jack F. Woodbridge see the ISA Space Station, and each vows to make the trek into outerspace. When Helium 3, a new energy source, is discovered on the moon, NASA forms a new project named ""Nexus"" to harness that energy for use on earth. This is the story of the two and the paths they take to see their dream become a reality in the quest to harness the next-generation energy source.
<br><br>
(Source: Anime News Network)","Adventure, Drama, Sci-Fi",12.0,2007-2-4,2007-5-20,64.0,2626,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1941-trygRz5pWQ5a.png
Rocket Girls,Rocket Girls,ロケットガール,"A high school girl Morita Yukari visits Axia of the Solomon Islands in order to look for her father who became lost during his honeymoon trip. There, she meets a man named Nasuda of Solomon Space Agency, and she is hired to work part-time. That job is an astronaut. She is chosen as one of the crews of the first Japanese manned spaceship only because she is little and light. Where is her future going to? <br><br>
(Source: AnimeNfo)","Adventure, Comedy, Sci-Fi",12.0,2007-2-22,2007-5-18,66.0,2552,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/1942.jpg
